Filename,Annot_Area,Pred_Area,Area_Diff,Area_Pct_Diff (%),Annot_Max_Feret,Pred_Max_Feret,Max_Feret_Diff,Max_Feret_Pct_Diff (%),Annot_Min_Feret,Pred_Min_Feret,Min_Feret_Diff,Min_Feret_Pct_Diff (%)
07-23-segment3_camera1_slot_4_frame_0105-0.png,22760,22285,-475,-2.09,202.2,202.2,0.0,0.0,166.1,165.65,-0.44,-0.27
07-23-segment3_camera2_slot_10_frame_0232-0.png,30721,31187,466,1.52,215.54,218.44,2.89,1.34,197.97,197.71,-0.26,-0.13
07-23-segment3_camera2_slot_20_frame_0488-0.png,25000,24418,-582,-2.33,197.46,193.58,-3.88,-1.97,180.48,175.83,-4.65,-2.58
07-23-segment3_camera2_slot_3_frame_0074-0.png,8004,8071,67,0.84,114.24,114.61,0.38,0.33,98.57,97.54,-1.03,-1.05
07-23-segment4_camera1_slot_13_frame_0350-0.png,11082,10911,-171,-1.54,170.49,166.96,-3.52,-2.07,102.17,99.06,-3.11,-3.04
07-23-segment4_camera1_slot_16_frame_0436-0.png,6047,5684,-363,-6.0,116.21,117.09,0.87,0.75,91.03,78.26,-12.76,-14.02
07-23-segment4_camera1_slot_16_frame_0436-1.png,12723,13522,799,6.28,203.35,209.19,5.84,2.87,111.0,106.0,-5.0,-4.5
07-23-segment4_camera1_slot_24_frame_0648-0.png,23751,23859,108,0.45,220.08,222.97,2.89,1.31,151.0,160.0,9.0,5.96
07-23-segment4_camera1_slot_6_frame_0174-0.png,18331,18930,599,3.27,188.37,186.46,-1.9,-1.01,153.91,152.29,-1.62,-1.05
07-23-segment4_camera2_slot_19_frame_0548-0.png,14816,14523,-293,-1.98,168.36,167.29,-1.08,-0.64,138.8,137.39,-1.41,-1.02
07-23-segment4_camera2_slot_19_frame_0548-1.png,18607,18527,-80,-0.43,189.47,189.47,0.0,0.0,141.0,139.0,-2.0,-1.42
07-23-segment4_camera2_slot_5_frame_0150-0.png,24779,25624,845,3.41,207.28,207.18,-0.1,-0.05,178.93,178.56,-0.37,-0.21
07-23-segment4_camera2_slot_7_frame_0220-0.png,19942,20432,490,2.46,176.41,185.28,8.87,5.03,154.98,166.64,11.66,7.52
07-23-segment5_camera1_slot_11_frame_0342-0.png,19187,19404,217,1.13,178.44,180.97,2.53,1.42,158.81,157.06,-1.75,-1.1
07-23-segment5_camera1_slot_23_frame_0640-0.png,24659,24634,-25,-0.1,214.67,205.97,-8.7,-4.05,166.53,165.31,-1.22,-0.73
07-23-segment5_camera1_slot_3_frame_0092-0.png,17547,18086,539,3.07,168.51,172.68,4.16,2.47,152.56,153.73,1.18,0.77
07-23-segment5_camera1_slot_3_frame_0092-1.png,10694,10459,-235,-2.2,168.24,166.41,-1.83,-1.09,109.34,107.0,-2.34,-2.14
07-23-segment5_camera1_slot_4_frame_0141-0.png,17984,17927,-57,-0.32,176.08,176.26,0.17,0.1,158.8,156.84,-1.95,-1.23
07-23-segment5_camera1_slot_4_frame_0141-1.png,5930,5632,-298,-5.03,155.82,161.79,5.97,3.83,68.0,55.0,-13.0,-19.12
07-23-segment5_camera2_slot_12_frame_0324-0.png,7463,6461,-1002,-13.43,191.02,166.88,-24.14,-12.64,62.0,61.0,-1.0,-1.61
07-23-segment5_camera2_slot_12_frame_0324-1.png,30647,30992,345,1.13,217.37,222.69,5.32,2.45,195.58,192.76,-2.82,-1.44
07-23-segment5_camera2_slot_15_frame_0402-0.png,21734,22904,1170,5.38,191.84,196.89,5.05,2.63,168.56,167.79,-0.78,-0.46
07-23-segment5_camera2_slot_16_frame_0420-0.png,31464,31776,312,0.99,232.56,232.82,0.26,0.11,200.64,200.89,0.25,0.13
07-23-segment6_camera1_slot_10_frame_0303-0.png,15212,15075,-137,-0.9,172.0,161.45,-10.56,-6.14,128.44,124.02,-4.42,-3.44
07-23-segment6_camera1_slot_12_frame_0361-0.png,12001,12376,375,3.12,197.59,204.98,7.4,3.74,110.34,108.24,-2.1,-1.9
07-23-segment6_camera1_slot_19_frame_0562-0.png,17648,18101,453,2.57,169.57,171.03,1.46,0.86,150.16,151.49,1.33,0.89
07-23-segment6_camera1_slot_20_frame_0601-0.png,8527,8578,51,0.6,176.32,175.85,-0.48,-0.27,90.0,87.44,-2.56,-2.85
07-23-segment6_camera1_slot_8_frame_0246-0.png,14786,13157,-1629,-11.02,181.07,150.42,-30.65,-16.93,146.22,134.74,-11.48,-7.85
07-23-segment6_camera2_slot_15_frame_0438-0.png,7315,7119,-196,-2.68,188.61,109.18,-79.43,-42.11,88.6,47.87,-40.73,-45.97
07-23-segment6_camera2_slot_25_frame_0754-0.png,26311,25364,-947,-3.6,223.65,226.74,3.09,1.38,178.17,178.5,0.34,0.19
07-23-segment7_camera1_slot_11_frame_0322-0.png,23931,24136,205,0.86,196.76,196.16,-0.6,-0.31,175.0,174.93,-0.07,-0.04
07-23-segment7_camera1_slot_13_frame_0371-0.png,17236,17560,324,1.88,169.24,166.05,-3.19,-1.89,153.79,154.5,0.71,0.46
07-23-segment7_camera1_slot_13_frame_0371-1.png,22885,22994,109,0.48,218.56,216.9,-1.66,-0.76,156.0,154.0,-2.0,-1.28
07-23-segment7_camera1_slot_14_frame_0398-0.png,13782,13442,-340,-2.47,205.99,200.12,-5.87,-2.85,160.05,141.06,-19.0,-11.87
07-23-segment7_camera1_slot_17_frame_0462-0.png,23487,23520,33,0.14,198.92,189.2,-9.72,-4.89,178.18,173.61,-4.57,-2.57
07-23-segment7_camera1_slot_28_frame_0739-0.png,8346,8029,-317,-3.8,173.23,162.79,-10.45,-6.03,76.0,76.0,0.0,0.0
07-23-segment7_camera2_slot_14_frame_0383-0.png,5204,5019,-185,-3.55,170.29,160.46,-9.83,-5.77,85.51,75.25,-10.26,-12.0
